"RESPNUM"	"CCGID"	"TERM"	"STRATA"	"ATYPE"	"AIRLINE"	"DEST"	"GATENUM"	"INTDATE"	"Q1"	"Q2_1"	"Q2_2"	"Q2_3"	"Q2_4"	"Q2_5"	"Q2_6"	"Q3_1"	"Q3_2"	"Q3_3"	"Q3_4"	"Q3_5"	"Q3_6"	"Q3A"	"Q4A"	"Q4B"	"Q4C"	"Q5"	"Q5AVG"	"SAQ"	"Q6A"	"Q6B"	"Q6C"	"Q6D"	"Q6E"	"Q6F"	"Q6G"	"Q6H"	"Q6I"	"Q6J"	"Q6K"	"Q6L"	"Q6M"	"Q6N"	"Q7COM1"	"Q7COM2"	"Q7COM3"	"Q7A1"	"Q7A2"	"Q7A3"	"Q8A"	"Q8B"	"Q8C"	"Q8D"	"Q8E"	"Q8F"	"Q8COM1"	"Q8COM2"	"Q8COM3"	"Q9"	"Q9APOS1"	"Q9APOS2"	"Q9APOS3"	"Q9ANEG1"	"Q9ANEG2"	"Q9ANEG3"	"Q9ANTR1"	"Q9ANTR2"	"Q9ANTR3"	"Q10"	"Q11"	"Q11A1"	"Q11A2"	"Q11A3"	"Q12"	"Q13A"	"Q13B"	"Q13_COM"	"Q13COM1"	"Q13COM2"	"Q13COM3"	"Q14"	"Q14A"	"Q14A1"	"Q14A2"	"Q14A3"	"Q15"	"SFFLAG"	"COUNTRY"	"Q17"	"AGE"	"Q18"	"Q19"	"INC"	"MAIL"	"LANG"	"DESTMARK"	"DESTINATION"	"DESTGEO"	"WEIGHT"	"Location.1"	"Q7_text_All"
"45"	"285"	3	1	1	28	2	84	2	1	5	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	1	1	2	6	6	6	4	4	5	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	6	6	6	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	29	1	15	2	1	"25,000"	1	1	4	"CHICAGO"	3	1.592296	NA	""
"46"	"286"	3	1	1	28	2	84	2	1	5	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	1	1	2	6	6	6	5	5	5	6	6	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	6	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	29	5	49.5	1	1	"25,000"	1	1	4	"CHICAGO"	3	1.592296	NA	""
"47"	"287"	3	1	1	28	2	84	2	2	1	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	1	1	2	2	3	4.5	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	4	4	4	4	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	NA	NA	NA	15	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	4	3	62	4	39.5	1	3	"125,000"	1	1	4	"CHICAGO"	3	1.592296	NA	""
"48"	"288"	3	1	1	28	2	84	2	2	1	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	1	1	2	2	3	4.5	2	5	3	3	4	4	4	3	3	4	4	4	3	4	4	NA	NA	NA	NA	NA	NA	3	3	4	4	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	3	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	5	49.5	1	4	"175,000"	1	1	4	"CHICAGO"	3	1.592296	NA	""
"49"	"289"	3	1	1	28	2	84	2	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	1	1	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	NA	NA	NA	NA	NA	NA	6	6	6	6	6	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	3	5	NA	5	49.5	1	NA	""	1	1	4	"CHICAGO"	3	1.592296	NA	""
"50"	"290"	3	1	1	28	2	84	2	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	4	9.5	2	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	3	5	NA	NA	NA	NA	NA	""	1	1	4	"CHICAGO"	3	1.592296	NA	""
"51"	"291"	3	1	1	28	2	84	2	NA	1	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	2	1	1	3	4.5	2	4	4	3	4	3	4	4	4	4	3	4	6	4	4	NA	NA	NA	NA	NA	NA	4	3	4	4	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	5	NA	3	29.5	NA	NA	""	1	1	4	"CHICAGO"	3	1.592296	NA	""
"52"	"292"	3	1	1	28	2	84	2	2	1	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	NA	NA	3	4.5	2	4	4	4	4	4	4	6	6	3	6	4	6	6	4	NA	NA	NA	NA	NA	NA	5	6	4	6	4	4	NA	NA	NA	5	7	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	62	5	49.5	2	3	"125,000"	1	1	4	"CHICAGO"	3	1.592296	NA	""
"53"	"339"	2	2	2	7	3	101	2	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	3	4.5	1	3	3	3	3	4	3	6	6	6	6	6	6	6	4	55	NA	NA	NA	NA	NA	4	6	6	6	6	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	8	NA	NA	2	NA	NA	NA	NA	11	6	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	30	4	39.5	1	2	"75,000"	1	4	3	"TOKYO"	8	0.636476	NA	" Information screens-Too small/not enough/lack information/displays change too rapidly"
"54"	"340"	2	2	2	7	3	101	2	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	1	1	1	1	3	2	2	4	3	3	3	3	6	6	6	6	6	6	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	4	6	NA	NA	NA	NA	3	NA	NA	NA	NA	3	4	30	7	75	1	1	"25,000"	1	4	3	"TOKYO"	8	0.636476	NA	""
"55"	"341"	2	2	2	7	3	101	2	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	2	2	1	6	3	3	4	4	4	6	3	6	6	6	6	6	6	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	30	5	49.5	2	4	"175,000"	1	4	3	"TOKYO"	8	0.636476	NA	""
"56"	"342"	2	2	2	7	3	101	2	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	2	1	2	2	1	6	4	6	5	5	6	5	5	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	23	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	30	6	59.5	2	1	"25,000"	1	4	3	"TOKYO"	8	0.636476	NA	""
"57"	"343"	2	2	2	7	3	101	2	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	1	2	3	4.5	1	5	6	5	5	5	5	6	6	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	5	5	6	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	11	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	30	3	29.5	1	1	"25,000"	1	4	3	"TOKYO"	8	0.636476	NA	""
"58"	"344"	2	2	2	7	3	101	2	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	2	1	1	1	6	6	4	5	5	5	6	6	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	6	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	5	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	30	6	59.5	2	1	"25,000"	1	4	3	"TOKYO"	8	0.636476	NA	""
"59"	"345"	2	2	2	7	3	101	2	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	2	3	4.5	1	6	6	2	5	5	5	6	6	6	6	6	6	6	4	6	7	NA	NA	NA	NA	4	6	6	6	6	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	30	3	29.5	1	1	"25,000"	1	4	3	"TOKYO"	8	0.636476	NA	" Need better, more, or more unique restaurants  Need better, more, or more unique shops"
"60"	"346"	2	2	2	7	3	101	2	2	1	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	2	1	3	4.5	1	6	3	1	3	4	6	6	6	6	6	6	6	6	4	1	2	NA	NA	NA	NA	5	6	6	6	6	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	5	5	1	NA	1	NA	NA	2	NA	NA	NA	NA	2	4	30	5	49.5	1	4	"175,000"	1	4	3	"TOKYO"	8	0.636476	NA	" Food too expensive  Shops/services too expensive"
"61"	"356"	2	2	2	7	3	101	2	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	NA	NA	NA	5	18.5	2	4	3	3	4	NA	4	5	5	4	5	3	4	5	4	NA	NA	NA	NA	NA	NA	5	4	4	4	4	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5	NA	5	49.5	2	1	"25,000"	1	1	3	"TOKYO"	8	0.636476	NA	""
"62"	"355"	2	2	2	7	3	101	2	2	1	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	1	2	1	4	9.5	2	4	3	3	4	4	3	6	6	3	6	6	6	6	4	6	7	NA	NA	NA	NA	5	6	6	6	4	5	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	7	5	3	NA	1	NA	NA	2	NA	NA	NA	NA	1	13	62	4	39.5	1	4	"175,000"	1	1	3	"TOKYO"	8	0.636476	NA	" Need better, more, or more unique restaurants  Need better, more, or more unique shops"
"63"	"354"	2	2	2	7	3	101	2	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	1	1	1	2	3	3	3	4	4	4	4	4	6	6	6	6	6	4	7	NA	NA	NA	NA	NA	5	6	6	6	5	3	NA	NA	NA	4	7	NA	NA	NA	NA	NA	NA	NA	NA	1	3	6	NA	NA	11	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	30	3	29.5	2	3	"125,000"	1	1	3	"TOKYO"	8	0.636476	NA	" Need better, more, or more unique shops"
"64"	"353"	2	2	2	7	3	101	2	2	1	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	1	2	2	2	4	3	3	4	4	3	4	3	3	3	4	3	2	4	6	NA	NA	NA	NA	NA	5	4	4	6	3	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	7	3	3	NA	NA	NA	NA	1	NA	2	NA	NA	1	13	62	4	39.5	1	3	"125,000"	1	1	3	"TOKYO"	8	0.636476	NA	" Need better, more, or more unique restaurants"
"65"	"352"	2	2	2	7	3	101	2	1	4	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	3	4.5	2	6	2	6	3	4	3	6	6	6	6	6	6	6	3	6	NA	NA	NA	NA	NA	5	6	6	6	6	4	6	NA	NA	3	NA	NA	NA	NA	NA	NA	20	NA	NA	2	NA	NA	NA	NA	11	5	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	2	21	1	3	"125,000"	1	1	3	"TOKYO"	8	0.636476	NA	" Need better, more, or more unique restaurants"
"66"	"347"	2	2	2	7	3	101	2	1	4	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	3	2	1	2	2	2	3	4	4	4	4	4	4	3	2	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	5	6	6	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	11	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	30	2	21	2	1	"25,000"	1	1	3	"TOKYO"	8	0.636476	NA	""
"67"	"348"	2	2	2	7	3	101	2	1	4	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	1	1	2	6	4	4	4	4	4	4	4	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	4	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	20	NA	NA	2	NA	NA	NA	NA	11	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	2	21	2	1	"25,000"	1	1	3	"TOKYO"	8	0.636476	NA	""
"68"	"349"	2	2	2	7	3	101	2	2	3	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	4	1	1	2	3	4.5	2	3	3	3	3	3	3	3	3	3	3	6	6	6	3	NA	NA	NA	NA	NA	NA	3	6	6	6	3	4	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	4	39.5	2	NA	""	1	1	3	"TOKYO"	8	0.636476	NA	""
"69"	"350"	2	2	2	7	3	101	2	2	2	3	8	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	NA	2	2	2	5	4	3	5	5	4	4	4	4	4	5	4	6	4	75	NA	NA	NA	NA	NA	5	4	4	6	4	4	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	15	62	6	59.5	1	1	"25,000"	1	1	3	"TOKYO"	8	0.636476	NA	" Need more entertainment- TV’s/Computers"
"70"	"351"	2	2	2	7	3	101	2	2	3	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	1	NA	1	1	2	3	6	3	3	3	3	6	6	3	6	3	6	6	3	NA	NA	NA	NA	NA	NA	4	6	4	6	6	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	30	4	39.5	1	2	"75,000"	1	1	3	"TOKYO"	8	0.636476	NA	""
"71"	"422"	1	1	1	12	2	45	3	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	1	1	1	1	6	3	6	5	6	6	6	6	5	6	6	6	6	4	6	97	NA	NA	NA	NA	4	6	6	6	6	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	7	75	1	2	"75,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Need better, more, or more unique restaurants  Security should handle those with metal implants/pacemakers better"
"72"	"423"	1	1	1	12	2	45	3	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	1	1	1	6	6	6	3	4	1	6	1	5	6	6	6	6	3	20	54	55	NA	NA	NA	4	6	6	6	6	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	1	3	NA	2	NA	NA	1	NA	3	NA	NA	3	4	24	7	75	1	1	"25,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Airport Layout-Terminals too far away/confusing/too difficult/takes too long to get around airport/no way to get between terminals after getting through security/domestic airlines in international terminal  Information booth not staffed/personnel unhelpful/not knowledgeable  Information screens-Too small/not enough/lack information/displays change too rapidly"
"73"	"424"	1	1	1	12	2	45	3	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	1	1	1	6	4	5	5	6	3	6	6	6	6	5	6	6	5	6	75	55	NA	NA	NA	5	6	5	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	9	3	29.5	1	1	"25,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Need better, more, or more unique restaurants  Need more entertainment- TV’s/Computers  Information screens-Too small/not enough/lack information/displays change too rapidly"
"74"	"425"	1	1	1	12	2	45	3	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	1	2	2	1	5	5	5	5	6	5	6	6	5	6	6	6	6	5	90	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	5	2	NA	1	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	2	2	"75,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Security/Customs lines/procedures long/inefficient/ineffective"
"75"	"426"	1	1	1	12	2	45	3	2	2	3	8	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	2	1	1	1	1	6	3	6	1	3	4	6	4	1	6	4	6	4	NA	50	51	56	NA	NA	NA	3	6	4	4	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	2	1	NA	1	5	NA	2	NA	NA	NA	NA	2	4	62	6	59.5	2	2	"75,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Signage outside airport confusing/hard to get to airport/difficult to find correct terminal  Signage inside airport confusing/small/hard to find gate or airline  Signage to/from/on AirTrain/BART should be improved"
"76"	"427"	1	1	1	12	2	45	3	2	1	3	8	NA	NA	NA	2	11	NA	NA	NA	NA	9	NA	1	NA	5	18.5	2	5	3	3	3	3	2	5	5	3	4	3	2	4	4	72	NA	NA	NA	NA	NA	4	4	4	4	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	1	15	1	1	"25,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Positive comment about artwork/exhibitions"
"77"	"428"	1	1	1	12	2	45	3	2	1	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	2	1	NA	1	6	36	2	4	4	4	4	4	4	4	4	4	4	4	3	3	4	NA	NA	NA	NA	NA	NA	4	4	4	4	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	62	4	39.5	2	4	"175,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	""
"78"	"429"	1	1	1	12	2	45	3	2	1	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	3	2	2	2	3	4.5	2	4	3	3	4	4	4	3	3	4	4	6	4	6	4	90	NA	NA	NA	NA	NA	4	4	6	6	6	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	2	NA	1	NA	NA	2	NA	NA	NA	NA	1	1	62	5	49.5	1	NA	""	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Security/Customs lines/procedures long/inefficient/ineffective"
"79"	"430"	1	1	1	12	2	45	3	2	3	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	NA	NA	3	4.5	2	5	3	6	2	2	4	6	6	3	6	4	6	4	4	27	NA	NA	NA	NA	NA	4	6	4	4	3	4	NA	NA	NA	5	4	1	3	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	2	7	75	2	2	"75,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Airtrain not convenient/slow/difficult to use/not enough seats"
"80"	"431"	1	1	1	12	2	45	3	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	2	1	2	2	2	3	2	1	4	4	3	3	3	4	5	5	6	4	3	39	NA	NA	NA	NA	NA	4	3	5	4	2	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	21	3	29.5	1	3	"125,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Other Facilities Needed-children’s play areas, garden area, sleeping area, showers, business lounges, lockers, pet area, toiletries for sale in restrooms, food/water/soda vending machines, hot water/ice available everywhere"
"81"	"432"	1	1	1	12	2	45	3	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	2	2	2	2	2	4	6	3	4	4	4	6	4	5	3	4	6	6	4	76	NA	NA	NA	NA	NA	4	6	4	6	6	4	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	3	29.5	2	1	"25,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Need water fountains"
"82"	"433"	1	1	1	12	2	45	3	2	1	8	NA	NA	NA	NA	12	11	NA	NA	NA	NA	9	1	NA	1	2	2	2	3	3	3	3	3	4	3	3	4	6	4	6	6	3	NA	NA	NA	NA	NA	NA	3	6	4	6	4	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	13	3	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	10	62	4	39.5	1	3	"125,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	""
"83"	"434"	1	1	1	12	2	45	3	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	2	1	2	3	4.5	2	4	3	3	3	4	3	1	NA	4	6	6	6	6	4	6	NA	NA	NA	NA	NA	3	6	6	6	3	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	24	4	NA	NA	NA	NA	NA	1	NA	4	NA	NA	2	4	62	6	59.5	1	NA	""	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Need better, more, or more unique restaurants"
"84"	"435"	1	1	1	12	2	45	3	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	7	75	2	1	"25,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	""
"85"	"436"	1	1	1	12	2	45	3	NA	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	1	4	9.5	2	2	2	3	3	3	3	3	NA	2	2	3	3	NA	3	NA	NA	NA	NA	NA	NA	2	2	3	3	2	1	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	1	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	3	29.5	1	2	"75,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	""
"86"	"437"	1	1	1	12	2	45	3	2	2	8	NA	NA	NA	NA	12	11	NA	NA	NA	NA	9	1	2	1	1	1	2	4	4	4	5	5	5	4	4	5	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	4	39.5	1	NA	""	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	""
"87"	"438"	1	1	1	12	2	45	3	2	3	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	2	2	3	4.5	2	5	4	6	2	4	3	3	6	2	6	4	6	3	4	27	NA	NA	NA	NA	NA	3	6	4	3	6	4	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	1	2	6	NA	NA	5	4	2	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	2	7	75	1	2	"75,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	" Airtrain not convenient/slow/difficult to use/not enough seats"
"88"	"439"	1	1	1	12	2	45	3	1	2	3	8	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	1	3	4.5	2	3	3	3	5	5	4	3	3	1	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	NA	1	NA	NA	NA	NA	1	NA	4	NA	NA	3	5	NA	NA	NA	NA	NA	""	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	""
"89"	"440"	1	1	1	12	2	45	3	2	6	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	1	1	NA	NA	1	1	2	5	4	4	4	4	4	NA	4	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	5	5	5	5	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	12	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	6	59.5	2	2	"75,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	""
"90"	"441"	1	1	1	12	2	45	3	2	1	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	2	2	1	5	18.5	2	4	4	4	4	4	3	6	6	4	4	5	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	5	NA	NA	5	4	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	62	3	29.5	2	2	"75,000"	1	1	3	"MINNEAPOLIS"	3	1.013018	NA	""
"91"	"293"	3	2	1	24	1	78	2	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	2	1	1	1	4	6	4	4	4	4	6	4	4	6	6	6	4	4	73	NA	NA	NA	NA	NA	3	6	6	6	6	4	NA	NA	NA	4	7	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	6	59.5	1	1	"25,000"	1	1	1	"SAN LUIS OBI"	1	1.592296	NA	" Wifi-not free long enough/difficult to access/doesn’t cover entire airport/overloaded/didn’t know was available"
